id,shopName,ownerName,phone,address,gpsLatitude,gpsLongitude,creditBalance,isActive,createdAt,updatedAt,externalId,routeName
101,C.R STORE THACHAI GOKUL NAGAR,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
102,CHAI AND CHILL MURUGANKURICHI,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
103,CHANDRA BAKERY(JUNCTION BUS STAND),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
104,CHANDRASEKAR STORE(AYYAPA TEA STALL OPP. RASTA),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
105,CHOLA STORE BALABAGYA NAGAR,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
106,CITY SUPER MARKET(MELAPALAYAM),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
107,COLOURS COOL DRINKS(Thachai),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
108,COOL SPOT KRISHNAPURAM,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
109,COOLSPOT KRISHNAPURAM,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
110,CV STORE THIRUMAL NAGAR,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
111,D.A.M. BHARANI PALAMUTHIRSOLAI(PALAY ROUNDANA),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
112,D.D FRUITS SHOP(THACHAI),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
113,DANI STORE AR LINE(FIRE STATION OPP ROAD),0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
114,"DEVI SNACKS AND SHOPPING(NGO-A COLONY, KARPAGAVINAYAGAR NAGAR)",0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
115,DEVI STORE MANGAMMAL SALAI KTC NAGAR,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
116,DHANAM MARKETTING,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
117,DHARANI STORE JUNCTION,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
118,DHARMA STORE KRISHNAPURAM,0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-14 13:14:08,2026-02-14 13:14:08,0.0,0.0
